sa,naics_sector,series,geo,year,annual_total
U,No NAICS Assigned,,US,2015,2768.0
A,Total for All NAICS,,US,2015,482021.0
A,Agriculture,,US,2015,8645.0
A,Mining,,US,2015,1184.0
A,Utilities,,US,2015,207.0
A,Construction,,US,2015,51658.0
A,Manufacturing,,US,2015,13625.0
A,Wholesale Trade,,US,2015,15885.0
A,Retail Trade,,US,2015,60687.0
A,Transportation and Warehousing,,US,2015,26010.0
A,Information,,US,2015,8710.0
A,Finance and Insurance,,US,2015,15079.0
A,Real Estate,,US,2015,14233.0
A,Professional Services,,US,2015,56086.0
A,Management of Companies,,US,2015,594.0
A,Administrative and Support,,US,2015,34236.0
A,Educational Services,,US,2015,7695.0
A,Health Care and Social Assistance,,US,2015,45307.0
A,Arts and Entertainment,,US,2015,12937.0
A,Accommodation and Food Services,,US,2015,65641.0
A,Other Services,,US,2015,40862.0
A,No NAICS Assigned,,US,2015,2738.0
U,Total for All NAICS,,NO,2015,74645.0
A,Total for All NAICS,,NO,2015,75300.0
U,Total for All NAICS,,MW,2015,87880.0
A,Total for All NAICS,,MW,2015,88521.0
U,Total for All NAICS,,SO,2015,187658.0
A,Total for All NAICS,,SO,2015,189210.0
U,Total for All NAICS,,WE,2015,127965.0
A,Total for All NAICS,,WE,2015,128990.0
U,Total for All NAICS,,AL,2015,5398.0
A,Total for All NAICS,,AL,2015,5443.0
U,Total for All NAICS,,AK,2015,1291.0
A,Total for All NAICS,,AK,2015,1297.0
U,Total for All NAICS,,AZ,2015,8820.0
A,Total for All NAICS,,AZ,2015,8903.0
U,Total for All NAICS,,AR,2015,3938.0
A,Total for All NAICS,,AR,2015,3976.0
U,Total for All NAICS,,CA,2015,63551.0
A,Total for All NAICS,,CA,2015,64074.0
U,Total for All NAICS,,CO,2015,11684.0
A,Total for All NAICS,,CO,2015,11772.0
U,Total for All NAICS,,CT,2015,4037.0
A,Total for All NAICS,,CT,2015,4063.0
U,Total for All NAICS,,DE,2015,1903.0
A,Total for All NAICS,,DE,2015,1904.0
U,Total for All NAICS,,DC,2015,1375.0
A,Total for All NAICS,,DC,2015,1385.0
U,Total for All NAICS,,FL,2015,39684.0
A,Total for All NAICS,,FL,2015,39982.0
U,Total for All NAICS,,GA,2015,17839.0
A,Total for All NAICS,,GA,2015,18008.0
U,Total for All NAICS,,HI,2015,1834.0
A,Total for All NAICS,,HI,2015,1844.0
U,Total for All NAICS,,ID,2015,3141.0
A,Total for All NAICS,,ID,2015,3169.0
U,Total for All NAICS,,IL,2015,18333.0
A,Total for All NAICS,,IL,2015,18477.0
U,Total for All NAICS,,IN,2015,7645.0
A,Total for All NAICS,,IN,2015,7703.0
U,Total for All NAICS,,IA,2015,3776.0
A,Total for All NAICS,,IA,2015,3797.0
U,Total for All NAICS,,KS,2015,4216.0
A,Total for All NAICS,,KS,2015,4250.0
U,Total for All NAICS,,KY,2015,4849.0
A,Total for All NAICS,,KY,2015,4896.0
U,Total for All NAICS,,LA,2015,6343.0
A,Total for All NAICS,,LA,2015,6410.0
U,Total for All NAICS,,ME,2015,2006.0
A,Total for All NAICS,,ME,2015,2030.0
U,Total for All NAICS,,MD,2015,8805.0
A,Total for All NAICS,,MD,2015,8885.0
U,Total for All NAICS,,MA,2015,8932.0
A,Total for All NAICS,,MA,2015,9015.0
U,Total for All NAICS,,MI,2015,12120.0
A,Total for All NAICS,,MI,2015,12204.0
U,Total for All NAICS,,MN,2015,6787.0
A,Total for All NAICS,,MN,2015,6821.0
U,Total for All NAICS,,MS,2015,4119.0
A,Total for All NAICS,,MS,2015,4156.0
U,Total for All NAICS,,MO,2015,10113.0
A,Total for All NAICS,,MO,2015,10191.0
U,Total for All NAICS,,MT,2015,2173.0
A,Total for All NAICS,,MT,2015,2198.0
U,Total for All NAICS,,NE,2015,2836.0
A,Total for All NAICS,,NE,2015,2861.0
U,Total for All NAICS,,NV,2015,5618.0
A,Total for All NAICS,,NV,2015,5654.0
U,Total for All NAICS,,NH,2015,1614.0
A,Total for All NAICS,,NH,2015,1619.0
U,Total for All NAICS,,NJ,2015,13422.0
A,Total for All NAICS,,NJ,2015,13566.0
U,Total for All NAICS,,NM,2015,2555.0
A,Total for All NAICS,,NM,2015,2567.0
U,Total for All NAICS,,NY,2015,28302.0
A,Total for All NAICS,,NY,2015,28601.0
U,Total for All NAICS,,NC,2015,14106.0
A,Total for All NAICS,,NC,2015,14247.0
U,Total for All NAICS,,ND,2015,1486.0
A,Total for All NAICS,,ND,2015,1480.0
U,Total for All NAICS,,OH,2015,12055.0
A,Total for All NAICS,,OH,2015,12143.0
U,Total for All NAICS,,OK,2015,5630.0
A,Total for All NAICS,,OK,2015,5676.0
U,Total for All NAICS,,OR,2015,7210.0
A,Total for All NAICS,,OR,2015,7275.0
U,Total for All NAICS,,PA,2015,14043.0
A,Total for All NAICS,,PA,2015,14114.0
U,Total for All NAICS,,RI,2015,1370.0
A,Total for All NAICS,,RI,2015,1373.0
U,Total for All NAICS,,SC,2015,6420.0
A,Total for All NAICS,,SC,2015,6458.0
U,Total for All NAICS,,SD,2015,1675.0
A,Total for All NAICS,,SD,2015,1709.0
U,Total for All NAICS,,TN,2015,8375.0
A,Total for All NAICS,,TN,2015,8419.0
U,Total for All NAICS,,TX,2015,45063.0
A,Total for All NAICS,,TX,2015,45431.0
U,Total for All NAICS,,UT,2015,5907.0
A,Total for All NAICS,,UT,2015,5957.0
U,Total for All NAICS,,VT,2015,919.0
A,Total for All NAICS,,VT,2015,919.0
U,Total for All NAICS,,VA,2015,11917.0
A,Total for All NAICS,,VA,2015,12029.0
U,Total for All NAICS,,WA,2015,12738.0
A,Total for All NAICS,,WA,2015,12821.0
U,Total for All NAICS,,WV,2015,1894.0
A,Total for All NAICS,,WV,2015,1905.0
U,Total for All NAICS,,WI,2015,6838.0
A,Total for All NAICS,,WI,2015,6885.0
U,Total for All NAICS,,WY,2015,1443.0
A,Total for All NAICS,,WY,2015,1459.0
U,Total for All NAICS,Business Formations within Four Quarters,US,2015,283424.0
U,Agriculture,Business Formations within Four Quarters,US,2015,1104.0
U,Mining,Business Formations within Four Quarters,US,2015,765.0
U,Utilities,Business Formations within Four Quarters,US,2015,128.0
U,Construction,Business Formations within Four Quarters,US,2015,32096.0
U,Manufacturing,Business Formations within Four Quarters,US,2015,7379.0
U,Wholesale Trade,Business Formations within Four Quarters,US,2015,10121.0
U,Retail Trade,Business Formations within Four Quarters,US,2015,33426.0
U,Transportation and Warehousing,Business Formations within Four Quarters,US,2015,12259.0
U,Information,Business Formations within Four Quarters,US,2015,4677.0
U,Finance and Insurance,Business Formations within Four Quarters,US,2015,9842.0
U,Real Estate,Business Formations within Four Quarters,US,2015,11761.0
U,Professional Services,Business Formations within Four Quarters,US,2015,41738.0
U,Management of Companies,Business Formations within Four Quarters,US,2015,177.0
U,Administrative and Support,Business Formations within Four Quarters,US,2015,17837.0
U,Educational Services,Business Formations within Four Quarters,US,2015,4249.0
U,Health Care and Social Assistance,Business Formations within Four Quarters,US,2015,26323.0
U,Arts and Entertainment,Business Formations within Four Quarters,US,2015,6999.0
U,Accommodation and Food Services,Business Formations within Four Quarters,US,2015,37879.0
U,Other Services,Business Formations within Four Quarters,US,2015,23642.0
U,No NAICS Assigned,Business Formations within Four Quarters,US,2015,1022.0
A,Total for All NAICS,Business Formations within Four Quarters,US,2015,285483.0
A,Agriculture,Business Formations within Four Quarters,US,2015,1114.0
A,Mining,Business Formations within Four Quarters,US,2015,774.0
A,Utilities,Business Formations within Four Quarters,US,2015,128.0
A,Construction,Business Formations within Four Quarters,US,2015,32458.0
A,Manufacturing,Business Formations within Four Quarters,US,2015,7427.0
A,Wholesale Trade,Business Formations within Four Quarters,US,2015,10170.0
A,Retail Trade,Business Formations within Four Quarters,US,2015,33636.0
A,Transportation and Warehousing,Business Formations within Four Quarters,US,2015,12308.0
A,Information,Business Formations within Four Quarters,US,2015,4744.0
A,Finance and Insurance,Business Formations within Four Quarters,US,2015,9924.0
A,Real Estate,Business Formations within Four Quarters,US,2015,11884.0
A,Professional Services,Business Formations within Four Quarters,US,2015,41915.0
A,Management of Companies,Business Formations within Four Quarters,US,2015,178.0
A,Administrative and Support,Business Formations within Four Quarters,US,2015,17936.0
A,Educational Services,Business Formations within Four Quarters,US,2015,4280.0
A,Health Care and Social Assistance,Business Formations within Four Quarters,US,2015,26525.0
A,Arts and Entertainment,Business Formations within Four Quarters,US,2015,7066.0
A,Accommodation and Food Services,Business Formations within Four Quarters,US,2015,38162.0
A,Other Services,Business Formations within Four Quarters,US,2015,23854.0
A,No NAICS Assigned,Business Formations within Four Quarters,US,2015,1007.0
U,Total for All NAICS,Business Formations within Four Quarters,NO,2015,50133.0
A,Total for All NAICS,Business Formations within Four Quarters,NO,2015,50597.0
U,Total for All NAICS,Business Formations within Four Quarters,MW,2015,49897.0
A,Total for All NAICS,Business Formations within Four Quarters,MW,2015,50259.0
U,Total for All NAICS,Business Formations within Four Quarters,SO,2015,103287.0
A,Total for All NAICS,Business Formations within Four Quarters,SO,2015,103995.0
U,Total for All NAICS,Business Formations within Four Quarters,WE,2015,80107.0
A,Total for All NAICS,Business Formations within Four Quarters,WE,2015,80632.0
U,Total for All NAICS,Business Formations within Four Quarters,AL,2015,3022.0
A,Total for All NAICS,Business Formations within Four Quarters,AL,2015,3036.0
U,Total for All NAICS,Business Formations within Four Quarters,AK,2015,753.0
A,Total for All NAICS,Business Formations within Four Quarters,AK,2015,757.0
U,Total for All NAICS,Business Formations within Four Quarters,AZ,2015,5102.0
A,Total for All NAICS,Business Formations within Four Quarters,AZ,2015,5131.0
U,Total for All NAICS,Business Formations within Four Quarters,AR,2015,2261.0
A,Total for All NAICS,Business Formations within Four Quarters,AR,2015,2286.0
U,Total for All NAICS,Business Formations within Four Quarters,CA,2015,41289.0
A,Total for All NAICS,Business Formations within Four Quarters,CA,2015,41564.0
U,Total for All NAICS,Business Formations within Four Quarters,CO,2015,6995.0
A,Total for All NAICS,Business Formations within Four Quarters,CO,2015,7048.0
U,Total for All NAICS,Business Formations within Four Quarters,CT,2015,2356.0
A,Total for All NAICS,Business Formations within Four Quarters,CT,2015,2384.0
U,Total for All NAICS,Business Formations within Four Quarters,DE,2015,1080.0
A,Total for All NAICS,Business Formations within Four Quarters,DE,2015,1084.0
U,Total for All NAICS,Business Formations within Four Quarters,DC,2015,570.0
A,Total for All NAICS,Business Formations within Four Quarters,DC,2015,575.0
U,Total for All NAICS,Business Formations within Four Quarters,FL,2015,24407.0
A,Total for All NAICS,Business Formations within Four Quarters,FL,2015,24538.0
U,Total for All NAICS,Business Formations within Four Quarters,GA,2015,8678.0
A,Total for All NAICS,Business Formations within Four Quarters,GA,2015,8759.0
U,Total for All NAICS,Business Formations within Four Quarters,HI,2015,843.0
A,Total for All NAICS,Business Formations within Four Quarters,HI,2015,849.0
U,Total for All NAICS,Business Formations within Four Quarters,ID,2015,1958.0
A,Total for All NAICS,Business Formations within Four Quarters,ID,2015,1965.0
U,Total for All NAICS,Business Formations within Four Quarters,IL,2015,10830.0
A,Total for All NAICS,Business Formations within Four Quarters,IL,2015,10888.0
U,Total for All NAICS,Business Formations within Four Quarters,IN,2015,4180.0
A,Total for All NAICS,Business Formations within Four Quarters,IN,2015,4221.0
U,Total for All NAICS,Business Formations within Four Quarters,IA,2015,2225.0
A,Total for All NAICS,Business Formations within Four Quarters,IA,2015,2239.0
U,Total for All NAICS,Business Formations within Four Quarters,KS,2015,2433.0
A,Total for All NAICS,Business Formations within Four Quarters,KS,2015,2472.0
U,Total for All NAICS,Business Formations within Four Quarters,KY,2015,2780.0
